id,first_name,second_name,web_name,team,element_type,now_cost,selected_by_percent,transfers_in,transfers_out,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,value_form,value_season,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,team_name,position,price,is_corner_taker,is_freekick_taker,is_penalty_taker,is_set_piece_taker
306,Jacob,Greaves,Greaves,12,2,40,1.3,3830,14665,1,0.5,180,0,0,0,6,1,0,0,0,-1,34.8,2.6,0.0,3.8,0.5,0.1,0.2,,,,Ipswich Town,DEF,4.0,0,0,0,0
307,Ben,Johnson,Johnson,12,2,40,0.1,1071,2003,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,DEF,4.0,0,0,0,0
308,Darnell,Furlong,Furlong,12,2,40,0.5,745,7980,1,1.0,17,0,0,0,1,0,0,0,0,-1,5.0,0.5,0.0,0.6,0.5,0.1,0.2,,,,Ipswich Town,DEF,4.0,0,0,0,0
309,Marcelino,Núñez,Núñez,12,3,50,0.1,2120,2995,6,3.0,140,0,0,0,4,0,0,0,0,32,24.6,19.4,6.0,5.0,3.0,0.6,1.2,1.0,1.0,,Ipswich Town,MID,5.0,1,1,0,1
310,Azor,Matusiwa,Matusiwa,12,3,50,0.0,18,172,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,5.0,0,0,0,0
311,Wes,Burns,Burns,12,3,50,0.0,0,265,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,5.0,0,0,0,0
312,Jack,Taylor,Taylor,12,3,45,0.0,260,1481,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,4.5,0,0,0,0
313,Jack,Clarke,Clarke,12,3,55,0.2,4204,6987,7,7.0,19,1,0,0,0,0,0,0,1,27,33.6,0.6,18.0,5.2,3.5,0.6,1.3,3.0,3.0,1.0,Ipswich Town,MID,5.5,0,0,1,1
314,Chiedozie,Ogbene,Ogbene,12,3,49,0.0,104,559,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,4.9,0,0,0,0
315,Abdul,Fatawu,Fatawu,12,3,55,0.2,2241,5179,6,3.0,147,0,1,0,6,1,0,0,0,47,45.2,70.7,10.0,12.6,3.0,0.5,1.1,,,,Ipswich Town,MID,5.5,0,0,0,0
316,Emersonn,Correia da Silva,Emersonn,12,4,55,1.6,92594,62585,10,5.0,110,1,0,0,2,0,0,0,3,48,46.6,37.4,42.0,12.6,5.0,0.9,1.8,,,2.0,Ipswich Town,FWD,5.5,0,0,0,0
317,George,Hirst,Hirst,12,4,50,0.1,0,12279,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,FWD,5.0,0,0,0,0
318,Jaden,Philogene,Philogene,12,3,54,0.1,144,6824,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,3.0,Ipswich Town,MID,5.4,0,0,0,0
319,Sam,Szmodics,Szmodics,12,3,50,0.0,0,585,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,5.0,0,0,0,0
320,Chuba,Akpom,Akpom,12,4,50,1.0,53333,20057,6,3.0,69,1,0,0,4,0,0,0,0,33,34.6,1.7,19.0,5.5,3.0,0.6,1.2,,,,Ipswich Town,FWD,5.0,0,0,0,0
321,Sindre,Walle Egeli,Walle Egeli,12,4,45,3.3,146165,67413,1,1.0,10,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0.5,0.1,0.2,,,,Ipswich Town,FWD,4.5,0,0,0,0
322,Ali,Al-Hamadi,Al-Hamadi,12,4,50,0.1,755,6396,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,FWD,5.0,0,0,0,0
323,Kasey,McAteer,McAteer,12,3,45,1.3,15211,24614,2,1.0,31,0,0,0,0,0,0,0,0,7,1.4,1.3,0.0,0.3,1.0,0.2,0.4,,,,Ipswich Town,MID,4.5,0,0,0,0
324,Anis,Mehmeti,Mehmeti,12,3,49,0.0,138,1295,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,4.9,0,0,0,0
554,Kayne,van Oevelen,Van Oevelen,12,1,45,0.0,54,1267,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,GK,4.5,0,0,0,0
562,Daizen,Maeda,Maeda,12,3,55,0.3,1461,8517,4,2.0,151,0,0,0,5,0,0,0,0,17,20.6,2.8,26.0,4.9,2.0,0.4,0.7,,,,Ipswich Town,MID,5.5,0,0,0,0
564,Kjell,Scherpen,Scherpen,12,1,45,0.6,4232,8700,4,2.0,180,0,0,0,6,0,0,8,0,21,60.8,0.0,0.0,6.0,2.0,0.4,0.9,,,,Ipswich Town,GK,4.5,0,0,0,0
571,Florentino Ibrain,Morris Luís,Florentino,12,3,49,0.1,354,4180,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,4.9,0,0,0,0
591,Julio,Enciso,Enciso,12,3,55,0.7,44011,12818,10,5.0,160,0,2,0,6,0,0,0,0,49,43.4,26.4,39.0,10.9,5.0,0.9,1.8,,,,Ipswich Town,MID,5.5,0,0,0,0
592,Abdoul,Ouattara,Ouattara,12,2,40,1.0,6509,11597,2,1.0,27,0,0,0,1,0,0,0,0,3,5.8,10.6,0.0,1.6,1.0,0.2,0.5,,,,Ipswich Town,DEF,4.0,0,0,0,0
602,Cameron,Humphreys,Humphreys,12,3,45,0.0,2861,1358,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,MID,4.5,0,0,0,0
619,Exequiel,Palacios,Palacios,12,3,50,0.0,1298,313,1,1.0,28,0,0,0,2,0,0,0,0,11,7.2,12.0,2.0,2.1,1.0,0.2,0.2,,,,Ipswich Town,MID,5.0,0,0,0,0
640,Zian,Flemming,Flemming,12,4,55,0.0,1020,114,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Ipswich Town,FWD,5.5,0,0,0,0
260,Harry,Wilson,Wilson,13,3,64,4.2,20885,179297,4,2.0,110,0,0,1,0,0,0,0,0,15,14.6,27.4,10.0,5.3,2.0,0.3,0.6,2.0,,,Leeds,MID,6.4,0,0,0,0
326,Lucas Estella,Perri,Perri,13,1,45,0.5,532,12533,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,GK,4.5,0,0,0,0
327,Jaka,Bijol,Bijol,13,2,50,0.9,58172,22751,11,5.5,135,0,0,1,1,0,0,0,2,28,32.0,0.6,15.0,4.8,5.5,1.1,2.2,,,,Leeds,DEF,5.0,0,0,0,0
329,Joe,Rodon,Rodon,13,2,45,2.7,26557,90847,7,3.5,123,0,0,1,0,0,0,0,0,25,23.0,14.7,7.0,4.5,3.5,0.8,1.6,,,,Leeds,DEF,4.5,0,0,0,0
330,Jayden,Bogle,Bogle,13,2,45,0.5,10081,7544,8,4.0,157,0,0,1,1,0,0,0,0,33,25.6,12.4,4.0,4.2,4.0,0.9,1.8,,,,Leeds,DEF,4.5,0,0,0,0
331,Gabriel,Gudmundsson,Gudmundsson,13,2,45,0.0,598,1316,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.5,0,0,0,0
332,James,Justin,Justin,13,2,45,1.4,72240,26752,12,6.0,180,0,0,1,1,0,0,0,2,40,49.2,14.1,11.0,7.4,6.0,1.3,2.7,,,,Leeds,DEF,4.5,0,0,0,0
333,Sebastiaan,Bornauw,Bornauw,13,2,45,0.0,0,222,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.5,0,0,0,0
334,Tarik,Muharemović,Muharemović,13,2,50,3.2,54830,44674,10,5.0,180,0,0,1,1,0,0,0,0,42,67.2,1.4,19.0,8.7,5.0,1.0,2.0,,,,Leeds,DEF,5.0,0,0,0,0
335,Anton,Stach,Stach,13,3,60,2.9,130198,53974,17,8.5,180,1,0,1,1,0,0,0,3,50,72.4,19.3,20.0,11.2,8.5,1.4,2.8,1.0,1.0,,Leeds,MID,6.0,1,1,0,1
336,Noah,Okafor,Okafor,13,3,59,0.3,3327,17684,3,1.5,92,0,0,0,1,0,0,0,0,21,16.4,21.5,14.0,5.2,1.5,0.3,0.5,,,,Leeds,MID,5.9,0,0,0,0
337,Brenden,Aaronson,Aaronson,13,3,55,0.7,4285,20836,4,2.0,126,0,0,1,1,0,0,0,0,22,10.2,1.7,7.0,1.9,2.0,0.4,0.7,,3.0,,Leeds,MID,5.5,0,0,0,0
338,Ethan,Ampadu,Ampadu,13,3,55,1.2,7496,24735,7,3.5,180,0,0,1,1,0,0,0,0,30,38.2,39.9,1.0,7.9,3.5,0.6,1.3,,,,Leeds,MID,5.5,0,0,0,0
339,Sean,Longstaff,Longstaff,13,3,50,0.1,1124,3753,1,1.0,8,0,0,0,0,0,0,0,0,3,0.0,0.2,0.0,0.0,0.5,0.1,0.2,3.0,2.0,,Leeds,MID,5.0,0,0,0,0
341,Wilfried,Gnonto,Gnonto,13,3,50,0.0,244,1051,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,5.0,0,0,0,0
342,Jack,Harrison,Harrison,13,3,50,0.0,0,53,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,5.0,0,0,0,0
343,Daniel,James,James,13,3,50,0.1,2242,3612,1,1.0,22,0,0,0,0,0,0,0,0,2,0.0,1.1,12.0,1.1,0.5,0.1,0.2,,,,Leeds,MID,5.0,0,0,0,0
344,Ilia,Gruev,Gruev,13,3,50,0.0,38,192,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,5.0,0,0,0,0
345,Tanaka,Ao,Tanaka,13,3,49,0.2,3736,7956,1,1.0,45,0,0,0,0,0,0,0,0,6,20.0,1.8,0.0,2.2,0.5,0.1,0.2,4.0,,,Leeds,MID,4.9,0,0,0,0
346,Dominic,Calvert-Lewin,Calvert-Lewin,13,4,60,26.1,247568,445500,9,4.5,180,1,0,1,1,1,0,0,2,29,38.4,4.8,46.0,8.4,4.5,0.8,1.5,,,1.0,Leeds,FWD,6.0,0,0,1,1
347,Lukas,Nmecha,Nmecha,13,4,55,0.5,6302,16525,4,4.0,21,0,1,0,0,0,0,0,0,18,18.2,20.3,6.0,4.5,2.0,0.4,0.7,,,2.0,Leeds,FWD,5.5,0,0,0,0
348,Joël,Piroe,Piroe,13,4,50,0.1,0,7968,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,Leeds,FWD,5.0,0,0,0,0
349,Mateo,Joseph Fernández-Regatillo,Mateo Joseph,13,4,45,0.1,1085,1970,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,FWD,4.5,0,0,0,0
385,James,Trafford,Trafford,13,1,50,5.1,131564,55137,12,6.0,180,0,0,1,1,0,0,7,2,48,57.0,0.0,0.0,5.7,6.0,1.2,2.4,,,,Leeds,GK,5.0,0,0,0,0
598,Nico,Elvedi,Elvedi,13,2,45,0.0,897,709,1,1.0,56,0,0,0,1,0,0,0,0,9,16.0,1.1,6.0,2.3,0.5,0.1,0.2,,,,Leeds,DEF,4.5,0,0,0,0
603,Jayden,Lienou,Lienou,13,2,40,0.1,3727,1343,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.0,0,0,0,0
604,Alfie,Cresswell,Cresswell,13,3,45,0.1,7945,2575,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,4.5,0,0,0,0
625,Alex,Cairns,Cairns,13,1,40,0.2,8089,1072,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,GK,4.0,0,0,0,0
629,Michael,Zetterer,Zetterer,13,1,40,0.2,8728,757,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,GK,4.0,0,0,0,0
641,Melvin,Bard,Bard,13,2,45,0.0,96,13,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,DEF,4.5,0,0,0,0
648,Jean-Mattéo,Bahoya,Bahoya,13,3,50,0.0,690,118,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Leeds,MID,5.0,0,0,0,0
350,Alisson,Becker,A.Becker,14,1,55,3.8,58224,69370,2,1.0,180,0,0,0,4,1,0,4,0,2,25.4,0.0,0.0,2.6,1.0,0.2,0.4,,,,Liverpool,GK,5.5,0,0,0,0
351,Giorgi,Mamardashvili,Mamardashvili,14,1,49,0.1,1478,4575,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,4.9,0,0,0,0
352,Freddie,Woodman,Woodman,14,1,40,1.1,10666,12211,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,4.0,0,0,0,0
353,Armin,Pecsi,Pecsi,14,1,40,0.0,0,703,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,4.0,0,0,0,0
354,Vitezslav,Jaros,Jaros,14,1,40,0.0,485,419,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,4.0,0,0,0,0
355,Harvey,Davies,Davies,14,1,40,0.2,2020,1647,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,GK,4.0,0,0,0,0
356,Virgil,van Dijk,Virgil,14,2,65,17.7,125734,308187,3,1.5,180,0,0,0,4,1,0,0,0,13,50.2,5.9,26.0,8.2,1.5,0.2,0.5,,,,Liverpool,DEF,6.5,0,0,0,0
357,Jeremie,Frimpong,Frimpong,14,2,55,3.1,44069,90376,1,0.5,160,0,0,0,4,1,0,0,0,12,26.4,51.6,14.0,9.2,0.5,0.1,0.2,,,,Liverpool,DEF,5.5,0,0,0,0
358,Milos,Kerkez,Kerkez,14,2,55,3.0,25993,87384,1,0.5,160,0,0,0,4,1,0,0,0,12,42.0,26.6,12.0,8.1,0.5,0.1,0.2,,,,Liverpool,DEF,5.5,0,0,0,0
359,Joe,Gomez,Gomez,14,2,50,0.0,142,695,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,5.0,0,0,0,0
360,Conor,Bradley,Bradley,14,2,50,0.0,174,412,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,5.0,0,0,0,0
361,Wellity,Lucky,Lucky,14,2,40,0.1,1803,2365,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.0,0,0,0,0
362,Jeremy,Jacquet,Jacquet,14,2,50,2.6,67295,51097,4,2.0,145,0,0,0,4,0,0,0,0,22,43.2,27.0,2.0,7.2,2.0,0.4,0.8,,,,Liverpool,DEF,5.0,0,0,0,0
363,Giovanni,Leoni,Leoni,14,2,40,0.0,467,1049,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.0,0,0,0,0
364,Kostas,Tsimikas,Tsimikas,14,2,50,0.1,749,1904,1,1.0,19,0,0,0,0,0,0,0,0,4,3.6,1.3,9.0,1.4,0.5,0.1,0.2,,,,Liverpool,DEF,5.0,0,0,0,0
365,Calvin,Ramsay,Ramsay,14,2,40,0.1,638,8429,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,DEF,4.0,0,0,0,0
366,Florian,Wirtz,Wirtz,14,3,75,10.0,71788,277845,6,3.0,152,0,1,0,4,1,0,0,0,39,37.6,42.2,51.0,13.1,3.0,0.4,0.8,3.0,2.0,4.0,Liverpool,MID,7.5,0,0,0,0
367,Cody,Gakpo,Gakpo,14,3,71,8.4,382686,128873,17,8.5,160,1,1,0,4,0,0,0,3,54,67.2,61.8,43.0,17.2,8.5,1.2,2.4,2.0,,3.0,Liverpool,MID,7.1,0,0,0,0
368,Dominik,Szoboszlai,Szoboszlai,14,3,70,41.3,444571,383196,12,6.0,180,1,0,0,4,0,0,0,1,53,71.8,87.8,25.0,18.5,6.0,0.9,1.7,1.0,1.0,1.0,Liverpool,MID,7.0,1,1,1,1
369,Rio,Ngumoha,Ngumoha,14,3,59,0.8,8484,43821,3,1.5,81,0,0,0,2,0,0,0,0,14,4.4,7.3,7.0,1.8,1.5,0.3,0.5,,,,Liverpool,MID,5.9,0,0,0,0
370,Federico,Chiesa,Chiesa,14,3,54,0.1,628,7380,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,5.4,0,0,0,0
371,Ryan,Gravenberch,Gravenberch,14,3,60,1.7,23596,53118,6,3.0,96,0,1,0,2,0,0,0,0,33,28.8,28.1,4.0,6.1,3.0,0.5,1.0,,,,Liverpool,MID,6.0,0,0,0,0
372,Alexis,Mac Allister,Mac Allister,14,3,55,1.4,15392,45062,3,1.5,103,0,0,0,2,0,0,0,0,19,18.4,9.1,0.0,2.7,1.5,0.3,0.5,,,5.0,Liverpool,MID,5.5,0,0,0,0
373,Curtis,Jones,C.Jones,14,3,55,0.0,34,1950,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,5.5,0,0,0,0
374,Endo,Wataru,Endo,14,3,50,0.1,1180,2264,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,5.0,0,0,0,0
375,Trey,Nyoni,Nyoni,14,3,50,0.0,566,1361,1,1.0,13,0,0,0,0,0,0,0,0,3,6.4,2.2,0.0,0.9,0.5,0.1,0.2,,,,Liverpool,MID,5.0,0,0,0,0
376,Stefan,Bajčetić Maquieira,Bajcetic,14,3,50,0.0,19,67,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,5.0,0,0,0,0
377,Victor,Munoz,Munoz,14,3,65,1.2,70577,24566,10,5.0,117,1,1,0,2,1,0,0,0,39,46.2,25.7,43.0,11.5,5.0,0.8,1.5,,,,Liverpool,MID,6.5,0,0,0,0
378,James,McConnell,McConnell,14,3,45,0.2,2061,5732,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,4.5,0,0,0,0
379,Alexander,Isak,Isak,14,4,90,16.7,202916,264735,10,5.0,180,1,0,0,4,0,0,0,2,36,45.4,24.9,114.0,18.4,5.0,0.6,1.1,,,2.0,Liverpool,FWD,9.0,0,0,0,0
380,Hugo,Ekitiké,Ekitiké,14,4,75,0.1,1338,6880,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,FWD,7.5,0,0,0,0
381,Lewis,Koumas,Koumas,14,3,50,0.0,296,541,1,1.0,12,0,0,0,0,0,0,0,0,4,1.2,0.5,7.0,0.9,0.5,0.1,0.2,,,,Liverpool,MID,5.0,0,0,0,0
382,Jayden,Danns,Danns,14,4,45,0.0,1620,1235,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,FWD,4.5,0,0,0,0
383,Harvey,Elliott,Elliott,14,3,54,0.1,907,3181,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,5.4,0,0,0,0
579,Ronald,Araujo,Araujo,14,2,54,2.1,33980,104150,1,0.5,33,0,0,0,0,1,0,0,0,2,19.0,3.5,0.0,2.2,0.5,0.1,0.2,,,,Liverpool,DEF,5.4,0,0,0,0
627,Bradley,Barcola,Barcola,14,3,80,1.1,101937,12400,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Liverpool,MID,8.0,0,0,0,0
155,Enzo,Fernández,Enzo,15,3,69,3.4,39761,204663,1,1.0,25,0,0,0,0,0,0,0,0,6,3.4,12.0,0.0,1.5,0.5,0.1,0.1,,,,Man City,MID,6.9,0,0,0,0
237,Iliman,Ndiaye,Ndiaye,15,3,60,12.8,195289,371271,13,6.5,180,0,1,1,1,0,0,0,1,52,53.4,54.3,58.0,16.6,6.5,1.1,2.2,,,,Man City,MID,6.0,0,0,0,0
384,Gianluigi,Donnarumma,Donnarumma,15,1,55,8.0,89177,147910,3,1.5,180,0,0,0,2,0,0,4,0,17,33.6,0.0,0.0,3.4,1.5,0.3,0.5,,,,Man City,GK,5.5,0,0,0,0
386,Marcus,Bettinelli,Bettinelli,15,1,45,0.0,280,559,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,GK,4.5,0,0,0,0
387,Nico,O'Reilly,O'Reilly,15,2,65,18.9,142894,344451,4,2.0,150,0,0,0,2,0,0,0,0,16,12.4,38.2,16.0,6.6,2.0,0.3,0.6,,,,Man City,DEF,6.5,0,0,0,0
388,Marc,Guéhi,Guéhi,15,2,60,18.8,286423,194445,12,6.0,180,1,0,0,2,0,0,0,2,43,67.8,33.3,28.0,12.9,6.0,1.0,2.0,,,,Man City,DEF,6.0,0,0,0,0
389,Matheus,Nunes,Matheus N.,15,2,59,1.0,3262,50888,1,1.0,33,0,0,0,0,0,0,0,0,4,3.8,1.5,4.0,0.9,0.5,0.1,0.2,,,4.0,Man City,DEF,5.9,0,0,0,0
390,Rúben,dos Santos Gato Alves Dias,Rúben,15,2,55,1.8,25755,32677,4,2.0,180,0,0,0,2,0,0,0,0,30,51.4,40.2,37.0,12.8,2.0,0.4,0.7,,,,Man City,DEF,5.5,0,0,0,0
391,Joško,Gvardiol,Gvardiol,15,2,56,18.3,663015,125658,14,7.0,164,1,1,0,2,0,0,0,1,46,75.2,44.1,19.0,13.8,7.0,1.3,2.5,,,,Man City,DEF,5.6,0,0,0,0
392,Rayan,Aït-Nouri,Aït-Nouri,15,2,54,0.6,4432,37637,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,DEF,5.4,0,0,0,0
393,Abdukodir,Khusanov,Khusanov,15,2,55,1.6,14169,34894,4,2.0,178,0,0,0,2,0,0,0,0,31,38.0,8.7,4.0,5.0,2.0,0.4,0.7,,,,Man City,DEF,5.5,0,0,0,0
394,Max,Alleyne,Alleyne,15,2,50,0.0,0,485,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,DEF,5.0,0,0,0,0
395,Rico,Lewis,Lewis,15,2,45,0.2,5445,7421,1,1.0,56,0,0,0,1,0,0,0,0,-1,3.8,3.8,39.0,4.7,0.5,0.1,0.2,,,,Man City,DEF,4.5,0,0,0,0
396,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,15,2,45,0.0,212,468,1,1.0,1,0,0,0,0,0,0,0,0,3,1.2,0.9,0.0,0.2,0.5,0.1,0.2,,,,Man City,DEF,4.5,0,0,0,0
397,Antoine,Semenyo,Semenyo,15,3,85,20.2,101296,514142,7,3.5,180,0,1,0,2,0,0,0,0,49,35.0,51.9,71.0,15.8,3.5,0.4,0.8,,,2.0,Man City,MID,8.5,0,0,0,0
398,Phil,Foden,Foden,15,3,70,5.5,187138,103739,10,5.0,171,0,2,0,2,1,0,0,1,53,53.2,95.4,32.0,18.1,5.0,0.7,1.4,3.0,2.0,,Man City,MID,7.0,0,0,0,0
399,Rayan,Cherki,Cherki,15,3,77,28.0,1644278,102083,22,11.0,108,2,2,0,1,1,0,0,4,88,114.0,96.6,53.0,26.4,11.0,1.4,2.9,1.0,1.0,,Man City,MID,7.7,1,1,0,1
400,Jérémy,Doku,Doku,15,3,74,0.9,911,99552,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,Man City,MID,7.4,0,0,0,0
402,Rodrigo 'Rodri',Hernandez Cascante,Rodrigo,15,3,65,0.0,0,1049,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,6.5,0,0,0,0
404,Tijjani,Reijnders,Reijnders,15,3,60,0.0,0,7161,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,6.0,0,0,0,0
406,Mateo,Kovačić,Kovačić,15,3,55,0.1,1413,3105,2,1.0,42,0,0,0,0,0,0,0,0,12,4.2,5.2,0.0,0.9,1.0,0.2,0.4,,,,Man City,MID,5.5,0,0,0,0
407,Claudio,Echeverri,Echeverri,15,3,49,0.0,250,710,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.9,0,0,0,0
408,Kalvin,Phillips,Phillips,15,3,50,0.0,0,447,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,5.0,0,0,0,0
409,Divine,Mukasa,Mukasa,15,3,45,0.1,1621,5513,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.5,0,0,0,0
410,Jeremy,Monga,Monga,15,3,49,0.0,219,649,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Man City,MID,4.9,0,0,0,0
411,Erling,Haaland,Haaland,15,4,155,71.4,379253,138758,15,7.5,180,2,0,0,2,0,0,0,3,66,72.8,5.3,101.0,17.9,7.5,0.5,1.0,,,1.0,Man City,FWD,15.5,0,0,1,1
